Date,Close,High,Low,Open,Volume
2000-01-03,0.839280366897583,0.8434976272931782,0.7624282340545379,0.7863275111824434,535796800
2000-01-04,0.7685209512710571,0.8294397077626992,0.7586799387613948,0.8116328167720682,512377600
2000-01-05,0.7797666192054749,0.828970866327033,0.7722693387545522,0.7778922865795079,778321600
2000-01-06,0.7122870087623596,0.8022602953341212,0.7122870087623596,0.7957001550823573,767972800
2000-01-07,0.7460272908210754,0.7572740890886165,0.7160365128313134,0.7235337943918978,460734400
2000-01-10,0.7329062819480896,0.7666457290704283,0.7104127833016536,0.7647713959822849,505064000
2000-01-11,0.6954174637794495,0.7450903256747055,0.6785477629165049,0.7193167530801458,441548800
2000-01-12,0.6537112593650818,0.7160366027105409,0.6485560048467208,0.7122870855329326,976068800
2000-01-13,0.725408136844635,0.7404035520980727,0.6935430233333293,0.7084208641922415,1032684800
2000-01-14,0.7530561089515686,0.7666457372400635,0.7450902307817903,0.7497760385256035,390376000
2000-01-18,0.7792980670928955,0.7947628752827429,0.7530559089597536,0.7572739706933735,459177600
2000-01-19,0.7989800572395325,0.8153812052681974,0.7750807781933805,0.7919505218709313,597643200
2000-01-20,0.8509960174560547,0.9109775753836311,0.8509960174560547,0.8659913819114718,1831132800
2000-01-21,0.8345947861671448,0.8566189359993025,0.8261595123055347,0.8566189359993025,495924800
2000-01-24,0.7966373562812805,0.8453721655045664,0.7882020320899191,0.8130384579047755,440876800
2000-01-25,0.8416237235069275,0.8481847665373932,0.7675838730167331,0.7872651000953811,497145600
2000-01-26,0.8261595368385315,0.8561503656851539,0.8228795167358781,0.8247537996365505,367158400
2000-01-27,0.8247537612915039,0.8472473073307902,0.8022602653051689,0.8158498918417267,340144000
2000-01-28,0.7619598507881165,0.8313139225962055,0.7544625691830532,0.8111641555371901,423348800
2000-01-31,0.7778922319412231,0.7788294232148518,0.7085382257338775,0.7572739238155114,701680000
2000-02-01,0.7516501545906067,0.7872647781685693,0.749775871951847,0.7797666465545986,318035200
2000-02-02,0.740872323513031,0.7657087565132646,0.7272826423177109,0.755399997333193,464195200
2000-02-03,0.774612545967102,0.7816420841795044,0.751650398876438,0.7521189947148945,475193600
2000-02-04,0.8097584247589111,0.8247537889346915,0.7769552710337632,0.7792981997086326,425320000
2000-02-07,0.8552132844924927,0.8566190719287543,0.7942945275441922,0.809758539713791,441067200
2000-02-08,0.8613057136535645,0.8706772292851623,0.8341263562459356,0.8547446716734484,408643200
2000-02-09,0.8444348573684692,0.878175148414769,0.8430291704092051,0.8556816544192004,299364800
2000-02-10,0.8509960174560547,0.8538074918759645,0.8247538043148743,0.8463101600189331,302982400
2000-02-11,0.8153814077377319,0.8556817947667029,0.8116327417216881,0.8519331287506591,212251200
2000-02-14,0.8683342337608337,0.8688028295006653,0.8144441720386805,0.8195985750179707,367539200
2000-02-15,0.8922334909439087,0.8992630274680163,0.8636484509218945,0.8641170466478075,485744000
2000-02-16,0.8556817173957825,0.8856733452482163,0.8406863539461203,0.8828610701696665,378246400
2000-02-17,0.8613057136535645,0.8659914714693634,0.8481846307525135,0.863648592561464,289497600
2000-02-18,0.8341261744499207,0.8650540913271482,0.8313138494518938,0.8594311431313318,233441600
2000-02-22,0.853338897228241,0.8767695859269417,0.7999173794739072,0.8256909968942068,422296000
2000-02-23,0.8716145753860474,0.8922337954216197,0.8322513197056818,0.8490043483918904,473099200
2000-02-24,0.8637651801109314,0.8931706882976835,0.8378748406330676,0.8795810117327966,376432000
2000-02-25,0.8275653123855591,0.8772382162148745,0.8256910293980424,0.8608370638296386,249144000
2000-02-28,0.8491216897964478,0.8622427721959763,0.8125699672540203,0.8256910496535489,328328000
2000-02-29,0.859431266784668,0.8791124892547891,0.8439665052738433,0.8514645380922728,368961600
2000-03-01,0.9770519733428955,0.990173060184643,0.8884852377967892,0.8889538337402877,1077003200
2000-03-02,0.9147268533706665,0.9592445420065091,0.9048858440318333,0.9522158073544279,311259200
2000-03-03,0.9597131609916687,0.961470820383714,0.8997316077290456,0.93628247414563,323366400
2000-03-06,0.9423748850822449,0.9681484494780487,0.9372196316312438,0.9447177634807697,210560000
2000-03-07,0.9212872982025146,0.9554961940452693,0.9081662150106641,0.9479980603993647,273011200
2000-03-08,0.9147268533706665,0.9292537191795162,0.8889532913560996,0.9212869923651573,271230400
2000-03-09,0.9166016578674316,0.9372199763968869,0.8866108212371401,0.9062920481260047,276718400
2000-03-10,0.9428433775901794,0.959244525643733,0.9072287067384067,0.9123839596251724,248606400
2000-03-13,0.9095719456672668,0.9484665970015508,0.8959822675106451,0.9156642914933911,303956800
2000-03-14,0.8566189408302307,0.931596761937447,0.8547445578687408,0.9088689175232862,428579200
2000-03-15,0.8716145753860474,0.9016062136677598,0.8556820149502564,0.8669288167396887,443609600
2000-03-16,0.9114460945129395,0.9147269652585925,0.8584931770339193,0.8795809852637834,378100800
2000-03-17,0.93722003698349,0.93722003698349,0.8969195880065483,0.9006691560824996,305043200
2000-03-20,0.9222242832183838,0.9465920608902566,0.9175384262426106,0.925973749625006,204489600
2000-03-21,1.0117285251617432,1.0253180950875507,0.9119150801144937,0.9189438124587739,524328000
2000-03-22,1.081082820892334,1.0824894087178125,0.9864237948225576,0.9955619607643986,567996800
