timestamp,model,dataset,notes,Return_MAE,Return_MSE,Return_RMSE,num_drifts_detected,total_retrain_time,average_retrain_time,detect_true_positives,detect_false_positives,detect_false_negatives,detect_precision,detect_recall,detect_f1_score,detect_avg_detection_delay
2026-02-28 19:27:12,PSO_LSTM_kswin,linear_gradual_drift_1,,0.0998922942950202,0.0234358447677682,0.1530877028626671,23,136.8829221725464,5.951431398806364,3,20,0,0.1304347826086956,1.0,0.2307692307692307,-164.33333333333334
2026-02-28 19:30:31,PSO_LSTM_adwin,linear_abrupt_drift_1,,0.3014944337225304,0.1737095977283515,0.416784833851175,24,87.51448702812195,3.646436959505081,3,21,0,0.125,1.0,0.2222222222222222,-141.66666666666666
2026-02-28 19:34:07,PSO_LSTM_page_hinkley,linear_abrupt_drift_1,,0.2140221818068485,0.1108946163220408,0.3330084328092021,32,128.552494764328,4.01726546138525,3,29,0,0.09375,1.0,0.1714285714285714,-130.0
2026-02-28 19:36:36,PSO_LSTM_kswin,linear_abrupt_drift_1,,0.063684923983327,0.0080684446414513,0.0898245213816995,19,64.68937563896179,3.404703980997989,3,16,0,0.1578947368421052,1.0,0.2727272727272727,-126.0
2026-02-28 19:40:15,PSO_LSTM_adwin,nonlinear_gradual_drift_1,,0.0372508378286684,0.0039995934855401,0.0632423393427228,8,31.427979946136475,3.9284974932670593,0,8,3,0.0,0.0,0.0,
2026-02-28 19:42:59,PSO_LSTM_page_hinkley,nonlinear_gradual_drift_1,,0.0179109805624834,0.0005105034711773,0.0225943238707717,1,2.1346771717071533,2.1346771717071533,0,1,3,0.0,0.0,0.0,
2026-02-28 19:47:07,PSO_LSTM_kswin,nonlinear_gradual_drift_1,,0.0325820844267127,0.0021155279126367,0.045994868329377,16,86.14019799232483,5.383762374520302,3,13,0,0.1875,1.0,0.3157894736842105,-35.333333333333336
2026-02-28 19:51:24,PSO_LSTM_adwin,nonlinear_abrupt_drift_1,,0.0816032053316937,0.0114106010286695,0.1068204148497354,19,55.97444701194763,3.1096915006637573,3,16,0,0.1578947368421052,1.0,0.2727272727272727,-155.0
2026-02-28 19:55:26,PSO_LSTM_page_hinkley,nonlinear_abrupt_drift_1,,0.0766028377077308,0.0101601586481543,0.1007976123137566,25,69.33305048942566,2.888877103726069,3,22,0,0.12,1.0,0.2142857142857142,-110.33333333333331
2026-02-28 19:59:07,PSO_LSTM_kswin,nonlinear_abrupt_drift_1,,0.09476200343646453,0.01822506862163726,0.13500025415397282,19,54.53484606742859,2.870255056180452,3,16,0,0.15789473684210525,1.0,0.2727272727272727,-218.33333333333334
